ID,Mass,MassUpper,MassLower,Width,WidthUpper,WidthLower,I,G,P,C,Anti,Charge,Rank,Status,Name,Quarks
20323,1403,7,7,174,13,13,2-Jan,5,1,5,2,3,0,0,K(1)(1400),uS
-20323,1403,7,7,174,13,13,2-Jan,5,1,5,2,-3,0,0,K(1)(1400),Us
20325,1819,12,12,264,34,34,2-Jan,5,-1,5,2,3,0,0,K(2)(1820),uS
-20325,1819,12,12,264,34,34,2-Jan,5,-1,5,2,-3,0,0,K(2)(1820),Us
20333,1426.3,0.9,0.9,54.5,2.6,2.6,0,1,1,1,0,0,0,0,f(1)(1420),x(uU+dD)+y(sS)
20423,2412,9,9,314,29,29,2-Jan,5,1,5,1,0,0,2,D(1)(2430),cU
-20423,2412,9,9,314,29,29,2-Jan,5,1,5,1,0,0,2,D(1)(2430),Cu
20433,2459.5,0.6,0.6,6.3,-1,-1,0,5,1,5,2,3,0,0,D(s1)(2460),cS
-20433,2459.5,0.6,0.6,6.3,-1,-1,0,5,1,5,2,-3,0,0,D(s1)(2460),Cs
20443,3510.67,0.05,0.05,0.84,0.04,0.04,0,1,1,1,0,0,0,0,chi(c1)(1P),cC
20553,9892.8,0.4,0.4,-1,-1,-1,0,1,1,1,0,0,0,0,chi(b1)(1P),bB
20555,10163.7,1.4,1.4,-1,-1,-1,0,-1,-1,-1,0,0,0,0,Upsilon(2)(1D),bB
21112,1900,50,50,300,100,100,2-Mar,5,1,5,1,-3,4,1,Delta(1910),ddd
-21112,1900,50,50,300,100,100,2-Mar,5,-1,5,1,3,4,1,Delta(1910),DDD
21114,1920,50,50,300,60,60,2-Mar,5,1,5,1,-3,3,1,Delta(1920),ddd
-21114,1920,50,50,300,60,60,2-Mar,5,-1,5,1,3,3,1,Delta(1920),DDD
21212,1900,50,50,300,100,100,2-Mar,5,1,5,1,0,4,1,Delta(1910),udd
-21212,1900,50,50,300,100,100,2-Mar,5,-1,5,1,0,4,1,Delta(1910),UDD
21214,1720,80,70,200,100,100,2-Jan,5,-1,5,1,0,3,1,N(1700),udd
-21214,1720,80,70,200,100,100,2-Jan,5,1,5,1,0,3,1,N(1700),UDD
22112,1530,15,15,150,25,25,2-Jan,5,-1,5,1,0,4,0,N(1535),udd
-22112,1530,15,15,150,25,25,2-Jan,5,1,5,1,0,4,0,N(1535),UDD
22114,1920,50,50,300,60,60,2-Mar,5,1,5,1,0,3,1,Delta(1920),udd
-22114,1920,50,50,300,60,60,2-Mar,5,-1,5,1,0,3,1,Delta(1920),UDD
22122,1900,50,50,300,100,100,2-Mar,5,1,5,1,3,4,1,Delta(1910),uud
-22122,1900,50,50,300,100,100,2-Mar,5,-1,5,1,-3,4,1,Delta(1910),UUD
22124,1720,80,70,200,100,100,2-Jan,5,-1,5,1,3,3,1,N(1700),uud
-22124,1720,80,70,200,100,100,2-Jan,5,1,5,1,-3,3,1,N(1700),UUD
22212,1530,15,15,150,25,25,2-Jan,5,-1,5,1,3,4,0,N(1535),uud
-22212,1530,15,15,150,25,25,2-Jan,5,1,5,1,-3,4,0,N(1535),UUD
22214,1920,50,50,300,60,60,2-Mar,5,1,5,1,3,3,1,Delta(1920),uud
-22214,1920,50,50,300,60,60,2-Mar,5,-1,5,1,-3,3,1,Delta(1920),UUD
22222,1900,50,50,300,100,100,2-Mar,5,1,5,1,6,4,1,Delta(1910),uuu
-22222,1900,50,50,300,100,100,2-Mar,5,-1,5,1,-6,4,1,Delta(1910),UUU
22224,1920,50,50,300,60,60,2-Mar,5,1,5,1,6,3,1,Delta(1920),uuu
-22224,1920,50,50,300,60,60,2-Mar,5,-1,5,1,-6,3,1,Delta(1920),UUU
23112,1750,50,50,150,50,50,1,5,-1,5,1,-3,3,1,Sigma(1750),dds
-23112,1750,50,50,150,50,50,1,5,1,5,1,3,3,1,Sigma(1750),DDS
23114,1910,40,40,220,80,70,1,5,-1,5,1,-3,3,1,Sigma(1910),dds
-23114,1910,40,40,220,80,70,1,5,1,5,1,3,3,1,Sigma(1910),DDS
23122,1600,30,30,200,50,50,0,5,1,5,1,0,3,1,Lambda(1600),uds
-23122,1600,30,30,200,50,50,0,5,-1,5,1,0,3,1,Lambda(1600),UDS
23124,1890,20,20,120,40,40,0,5,1,5,1,0,4,1,Lambda(1890),uds
-23124,1890,20,20,120,40,40,0,5,-1,5,1,0,4,1,Lambda(1890),UDS
23126,2090,40,40,250,50,50,0,5,1,5,1,0,3,1,Lambda(2110),uds
-23126,2090,40,40,250,50,50,0,5,-1,5,1,0,3,1,Lambda(2110),UDS
23212,1750,50,50,150,50,50,1,5,-1,5,1,0,3,1,Sigma(1750),uds
-23212,1750,50,50,150,50,50,1,5,1,5,1,0,3,1,Sigma(1750),UDS
23214,1910,40,40,220,80,70,1,5,-1,5,1,0,3,1,Sigma(1910),uds
-23214,1910,40,40,220,80,70,1,5,1,5,1,0,3,1,Sigma(1910),UDS
23222,1750,50,50,150,50,50,1,5,-1,5,1,3,3,1,Sigma(1750),uus
-23222,1750,50,50,150,50,50,1,5,1,5,1,-3,3,1,Sigma(1750),UUS
23224,1910,40,40,220,80,70,1,5,-1,5,1,3,3,1,Sigma(1910),uus
-23224,1910,40,40,220,80,70,1,5,1,5,1,-3,3,1,Sigma(1910),UUS
30113,1720,20,20,250,100,100,1,1,-1,-1,0,0,0,0,rho(1700),(uU-dD)/sqrt(2)
30213,1720,20,20,250,100,100,1,1,-1,5,2,3,0,0,rho(1700),uD
-30213,1720,20,20,250,100,100,1,1,-1,5,2,-3,0,0,rho(1700),Ud
30223,1670,30,30,315,35,35,0,-1,-1,-1,0,0,0,0,omega(1650),x(uU+dD)+y(sS)
30313,1718,18,18,320,110,110,2-Jan,5,-1,5,1,0,0,0,K*(1680),dS
-30313,1718,18,18,320,110,110,2-Jan,5,-1,5,1,0,0,0,K*(1680),Ds
30323,1718,18,18,320,110,110,2-Jan,5,-1,5,2,3,0,0,K*(1680),uS
-30323,1718,18,18,320,110,110,2-Jan,5,-1,5,2,-3,0,0,K*(1680),Us
30443,3773.7,0.4,0.4,27.2,1,1,0,-1,-1,-1,0,0,0,0,psi(3770),cC
31114,1570,70,70,250,50,50,2-Mar,5,1,5,1,-3,3,0,Delta(1600),ddd
-31114,1570,70,70,250,50,50,2-Mar,5,-1,5,1,3,3,0,Delta(1600),DDD
31214,1720,30,40,250,150,100,2-Jan,5,1,5,1,0,4,1,N(1720),udd
-31214,1720,30,40,250,150,100,2-Jan,5,-1,5,1,0,4,1,N(1720),UDD
32112,1650,15,15,125,25,25,2-Jan,5,-1,5,1,0,4,1,N(1650),udd
-32112,1650,15,15,125,25,25,2-Jan,5,1,5,1,0,4,1,N(1650),UDD
32114,1570,70,70,250,50,50,2-Mar,5,1,5,1,0,3,0,Delta(1600),udd
-32114,1570,70,70,250,50,50,2-Mar,5,-1,5,1,0,3,0,Delta(1600),UDD
32124,1720,30,40,250,150,100,2-Jan,5,1,5,1,3,4,1,N(1720),uud
-32124,1720,30,40,250,150,100,2-Jan,5,-1,5,1,-3,4,1,N(1720),UUD
32212,1650,15,15,125,25,25,2-Jan,5,-1,5,1,3,4,1,N(1650),uud
-32212,1650,15,15,125,25,25,2-Jan,5,1,5,1,-3,4,1,N(1650),UUD
32214,1570,70,70,250,50,50,2-Mar,5,1,5,1,3,3,0,Delta(1600),uud
-32214,1570,70,70,250,50,50,2-Mar,5,-1,5,1,-3,3,0,Delta(1600),UUD
32224,1570,70,70,250,50,50,2-Mar,5,1,5,1,6,3,0,Delta(1600),uuu
-32224,1570,70,70,250,50,50,2-Mar,5,-1,5,1,-6,3,0,Delta(1600),UUU
33122,1674,4,4,30,5,5,0,5,-1,5,1,0,4,1,Lambda(1670),uds
-33122,1674,4,4,30,5,5,0,5,1,5,1,0,4,1,Lambda(1670),UDS
42112,1710,30,30,140,60,60,2-Jan,5,1,5,1,0,3,1,N(1710),udd
-42112,1710,30,30,140,60,60,2-Jan,5,-1,5,1,0,3,1,N(1710),UDD
42212,1710,30,30,140,60,60,2-Jan,5,1,5,1,3,3,1,N(1710),uud
-42212,1710,30,30,140,60,60,2-Jan,5,-1,5,1,-3,3,1,N(1710),UUD
43122,1800,50,50,200,50,50,0,5,-1,5,1,0,3,1,Lambda(1800),uds
-43122,1800,50,50,200,50,50,0,5,1,5,1,0,3,1,Lambda(1800),UDS
53122,1790,50,50,110,60,60,0,5,1,5,1,0,3,1,Lambda(1810),uds
-53122,1790,50,50,110,60,60,0,5,-1,5,1,0,3,1,Lambda(1810),UDS
100111,1300,100,100,400,200,200,1,-1,-1,1,0,0,0,0,pi(1300),(uU-dD)/sqrt(2)
100113,1465,25,25,400,60,60,1,1,-1,-1,0,0,0,0,rho(1450),(uU-dD)/sqrt(2)
100211,1300,100,100,400,200,200,1,-1,-1,5,2,3,0,0,pi(1300),uD
-100211,1300,100,100,400,200,200,1,-1,-1,5,2,-3,0,0,pi(1300),Ud
100213,1465,25,25,400,60,60,1,1,-1,5,2,3,0,0,rho(1450),uD
-100213,1465,25,25,400,60,60,1,1,-1,5,2,-3,0,0,rho(1450),Ud
100221,1294,4,4,55,5,5,0,1,-1,1,0,0,0,0,eta(1295),x(uU+dD)+y(sS)
100223,1410,60,60,290,190,190,0,-1,-1,-1,0,0,0,0,omega(1420),x(uU+dD)+y(sS)
100313,1414,15,15,232,21,21,2-Jan,5,-1,5,1,0,0,0,K*(1410),dS
-100313,1414,15,15,232,21,21,2-Jan,5,-1,5,1,0,0,0,K*(1410),Ds
100321,-1,-1,-1,-1,-1,-1,2-Jan,5,5,5,2,3,0,2,K(1460),uS
-100321,-1,-1,-1,-1,-1,-1,2-Jan,5,5,5,2,-3,0,2,K(1460),Us
100323,1414,15,15,232,21,21,2-Jan,5,-1,5,2,3,0,0,K*(1410),uS
-100323,1414,15,15,232,21,21,2-Jan,5,-1,5,2,-3,0,0,K*(1410),Us
100331,1475,4,4,90,9,9,0,1,-1,1,0,0,0,0,eta(1475),x(uU+dD)+y(sS)
100333,1680,20,20,150,50,50,0,-1,-1,-1,0,0,0,0,phi(1680),x(uU+dD)+y(sS)
100441,3637.7,1.1,1.1,13.9,2.6,2.6,0,1,-1,1,0,0,0,0,eta(c)(2S),cC
100443,3686.1,0.06,0.06,0.294,0.008,0.008,0,-1,-1,-1,0,0,0,0,psi(2S),cC
100445,3922.5,1,1,35.2,2.2,2.2,0,1,1,1,0,0,0,2,chi(c2)(3930),cC
100553,10023.4,0.5,0.5,0.032,0.0026,0.0026,0,-1,-1,-1,0,0,0,0,Upsilon(2S),bB
100555,10268.6,0.5,0.5,-1,-1,-1,0,1,1,1,0,0,0,0,chi(b2)(2P),bB
103316,1950,15,15,60,20,20,2-Jan,5,5,5,1,-3,3,1,Xi(1950),dss
-103316,1950,15,15,60,20,20,2-Jan,5,5,5,1,3,3,1,Xi(1950),DSS
103326,1950,15,15,60,20,20,2-Jan,5,5,5,1,0,3,1,Xi(1950),uss
-103326,1950,15,15,60,20,20,2-Jan,5,5,5,1,0,3,1,Xi(1950),USS
104122,2628.11,0.19,0.19,-1,-1,-1,0,5,-1,5,1,3,3,0,Lambda(c)(2625),udc
-104122,2628.11,0.19,0.19,-1,-1,-1,0,5,1,5,1,-3,3,0,Lambda(c)(2625),UDC
104312,2819.79,0.3,0.3,2.54,0.25,0.25,2-Jan,5,-1,5,1,0,3,0,Xi(c)(2815),dsc
-104312,2819.79,0.3,0.3,2.54,0.25,0.25,2-Jan,5,1,5,1,0,3,0,Xi(c)(2815),DSC
104314,2793.9,0.5,0.5,10,1.1,1.1,2-Jan,5,-1,5,1,0,3,0,Xi(c)(2790),dsc
-104314,2793.9,0.5,0.5,10,1.1,1.1,2-Jan,5,1,5,1,0,3,0,Xi(c)(2790),DSC
104322,2816.51,0.25,0.25,2.43,0.26,0.26,2-Jan,5,-1,5,1,3,3,0,Xi(c)(2815),usc
-104322,2816.51,0.25,0.25,2.43,0.26,0.26,2-Jan,5,1,5,1,-3,3,0,Xi(c)(2815),USC
104324,2791.9,0.5,0.5,8.9,1,1,2-Jan,5,-1,5,1,3,3,0,Xi(c)(2790),usc
-104324,2791.9,0.5,0.5,8.9,1,1,2-Jan,5,1,5,1,-3,3,0,Xi(c)(2790),USC
110551,10232.5,0.6,0.6,-1,-1,-1,0,1,1,1,0,0,0,0,chi(b0)(2P),bB
110553,10259.8,1.2,1.2,-1,-1,-1,0,5,1,-1,0,0,0,0,h(b)(2P),bB
120553,10255.5,0.5,0.5,-1,-1,-1,0,1,1,1,0,0,0,0,chi(b1)(2P),bB
200553,10355.1,0.5,0.5,0.0203,0.0019,0.0019,0,-1,-1,-1,0,0,0,0,Upsilon(3S),bB
200555,10524,0.8,0.8,-1,-1,-1,0,1,1,1,0,0,0,0,chi(b2)(3P),bB
203312,1690,10,10,20,15,15,2-Jan,5,5,5,1,-3,3,1,Xi(1690),dss
-203312,1690,10,10,20,15,15,2-Jan,5,5,5,1,3,3,1,Xi(1690),DSS
203316,2025,5,5,20,15,5,2-Jan,5,5,5,1,-3,3,1,Xi(2030),dss
-203316,2025,5,5,20,15,5,2-Jan,5,5,5,1,3,3,1,Xi(2030),DSS
203322,1690,10,10,20,15,15,2-Jan,5,5,5,1,0,3,1,Xi(1690),uss
-203322,1690,10,10,20,15,15,2-Jan,5,5,5,1,0,3,1,Xi(1690),USS
203326,2025,5,5,20,15,5,2-Jan,5,5,5,1,0,3,1,Xi(2030),uss
-203326,2025,5,5,20,15,5,2-Jan,5,5,5,1,0,3,1,Xi(2030),USS
203338,2252,9,9,55,18,18,0,5,5,5,1,-3,3,0,Omega(2250),sss
-203338,2252,9,9,55,18,18,0,5,5,5,1,3,3,0,Omega(2250),SSS
204126,2881.63,0.24,0.24,5.6,0.8,0.6,0,5,1,5,1,3,3,0,Lambda(c)(2880),udc
-204126,2881.63,0.24,0.24,5.6,0.8,0.6,0,5,-1,5,1,-3,3,0,Lambda(c)(2880),UDC
220553,10513.4,0.7,0.7,-1,-1,-1,0,1,1,1,0,0,0,0,chi(b1)(3P),bB
300553,10579.4,1.2,1.2,20.5,2.5,2.5,0,-1,-1,-1,0,0,0,0,Upsilon(4S),bB
9000111,980,20,20,75,25,25,1,-1,1,1,0,0,0,0,a(0)(980),Maybe non-qQ
9000113,1354,25,25,330,35,35,1,-1,-1,1,0,0,0,0,pi(1)(1400),Maybe non-qQ
9000115,1706,14,14,380,60,50,1,-1,1,1,0,0,0,2,a(2)(1700),(uU-dD)/sqrt(2)
9000211,980,20,20,75,25,25,1,-1,1,5,2,3,0,0,a(0)(980),Maybe non-qQ
-9000211,980,20,20,75,25,25,1,-1,1,5,2,-3,0,0,a(0)(980),Maybe non-qq
9000213,1354,25,25,330,35,35,1,-1,-1,5,2,3,0,0,pi(1)(1400),Maybe non-qQ
-9000213,1354,25,25,330,35,35,1,-1,-1,5,2,-3,0,0,pi(1)(1400),Maybe non-qq
9000215,1706,14,14,380,60,50,1,-1,-1,5,2,3,0,2,a(2)(1700),uD
-9000215,1706,14,14,380,60,50,1,-1,-1,5,2,-3,0,2,a(2)(1700),Ud
9000221,600,200,200,450,350,350,0,1,1,1,0,0,0,0,f(0)(500),Maybe non-qQ
9000311,845,17,17,468,30,30,2-Jan,5,1,5,1,0,0,2,K(0)*(700),dS
-9000311,845,17,17,468,30,30,2-Jan,5,1,5,1,0,0,2,K(0)*(700),Ds
9000313,1650,50,50,150,50,50,2-Jan,5,1,5,1,0,0,2,K(1)(1650),dS
-9000313,1650,50,50,150,50,50,2-Jan,5,1,5,1,0,0,2,K(1)(1650),Ds
9000321,845,17,17,468,30,30,2-Jan,5,1,5,2,3,0,2,K(0)*(700),uS
-9000321,845,17,17,468,30,30,2-Jan,5,1,5,2,-3,0,2,K(0)*(700),Us
9000323,1650,50,50,150,50,50,2-Jan,5,5,5,2,3,0,2,K(1)(1650),uS
-9000323,1650,50,50,150,50,50,2-Jan,5,5,5,2,-3,0,2,K(1)(1650),Us
9000325,-1,-1,-1,-1,-1,-1,2-Jan,5,5,5,2,3,0,2,K(2)(1580),uS
-9000325,-1,-1,-1,-1,-1,-1,2-Jan,5,5,5,2,-3,0,2,K(2)(1580),Us
9000329,-1,-1,-1,-1,-1,-1,2-Jan,5,5,5,2,3,0,2,K(4)(2500),uS
-9000329,-1,-1,-1,-1,-1,-1,2-Jan,5,5,5,2,-3,0,2,K(4)(2500),Us
9000443,4039,1,1,80,10,10,0,-1,-1,-1,0,0,0,0,psi(4040),cC
9000553,10885.2,2.6,1.6,37,4,4,0,-1,-1,-1,0,0,0,0,Upsilon(10860),bB
9010111,1810,9,11,215,7,8,1,-1,-1,1,0,0,0,0,pi(1800),(uU-dD)/sqrt(2)
9010113,1661,15,11,240,50,50,1,-1,-1,1,0,0,0,0,pi(1)(1600),Maybe non-qQ
9010211,1810,9,11,215,7,8,1,-1,-1,5,2,3,0,0,pi(1800),uD
-9010211,1810,9,11,215,7,8,1,-1,-1,5,2,-3,0,0,pi(1800),Ud
9010213,1661,15,11,240,50,50,1,-1,-1,5,2,3,0,0,pi(1)(1600),Maybe non-qQ
-9010213,1661,15,11,240,50,50,1,-1,-1,5,2,-3,0,0,pi(1)(1600),Maybe non-qq
9010221,990,20,20,60,50,50,0,1,1,1,0,0,0,0,f(0)(980),Maybe non-qQ
9010315,1990,60,50,348,50,30,2-Jan,5,5,5,1,0,0,2,K(2)*(1980),dS
-9010315,1990,60,50,348,50,30,2-Jan,5,5,5,1,0,0,2,K(2)*(1980),Ds
9010321,-1,-1,-1,-1,-1,-1,2-Jan,5,5,5,2,3,0,2,K(1830),uS
-9010321,-1,-1,-1,-1,-1,-1,2-Jan,5,5,5,2,-3,0,2,K(1830),Us
9010325,1990,60,50,348,50,30,2-Jan,5,5,5,2,3,0,2,K(2)*(1980),uS
-9010325,1990,60,50,348,50,30,2-Jan,5,5,5,2,-3,0,2,K(2)*(1980),Us
9010327,-1,-1,-1,-1,-1,-1,2-Jan,5,5,5,2,3,0,2,K(3)(2320),uS
-9010327,-1,-1,-1,-1,-1,-1,2-Jan,5,5,5,2,-3,0,2,K(3)(2320),Us
9010443,4191,5,5,70,10,10,0,-1,-1,-1,0,0,0,0,psi(4160),cC
9010553,11000,4,4,24,8,6,0,-1,-1,-1,0,0,0,0,Upsilon(11020),bB
9020113,1655,16,16,250,40,40,1,-1,1,1,0,0,0,2,a(1)(1640),(uU-dD)/sqrt(2)
9020213,1655,16,16,250,40,40,1,-1,1,5,2,3,0,2,a(1)(1640),uD
-9020213,1655,16,16,250,40,40,1,-1,1,5,2,-3,0,2,a(1)(1640),Ud
9020221,1408.8,2,2,50.1,2.6,2.6,0,1,-1,1,0,0,0,0,eta(1405),x(uU+dD)+y(sS)
9020321,-1,-1,-1,-1,-1,-1,2-Jan,5,5,5,2,3,0,2,K(0)*(1950),uS
-9020321,-1,-1,-1,-1,-1,-1,2-Jan,5,5,5,2,-3,0,2,K(0)*(1950),Us
9020325,-1,-1,-1,-1,-1,-1,2-Jan,5,5,5,2,3,0,2,K(2)(2250),uS
-9020325,-1,-1,-1,-1,-1,-1,2-Jan,5,5,5,2,-3,0,2,K(2)(2250),Us
9020443,4421,4,4,62,20,20,0,-1,-1,-1,0,0,0,0,psi(4415),cC
9030221,1522,25,25,108,33,33,0,1,1,1,0,0,0,0,f(0)(1500),Maybe non-qQ
9050221,1982,50,3,440,50,50,0,1,1,1,0,0,0,2,f(0)(2020),x(uU+dD)+y(sS)
9050225,1936,12,12,464,24,24,0,1,1,1,0,0,0,0,f(2)(1950),x(uU+dD)+y(sS)
9060225,2010,60,80,200,60,60,0,1,1,1,0,0,0,0,f(2)(2010),x(uU+dD)+y(sS)
9080225,2297,28,28,150,40,40,0,1,1,1,0,0,0,0,f(2)(2300),x(uU+dD)+y(sS)
9090225,2346,21,10,331,27,18,0,1,1,1,0,0,0,0,f(2)(2340),x(uU+dD)+y(sS)
